,Date / Time,City,State,Shape,Duration,Summary,Posted
,4/6/19 23:15,Huson,MT,Triangle,5 minutes,Orange light flickering and floating in a the sky,4/8/19
,4/6/19 21:50,Fairview,MT,Other,45 minutes,Were 3 bright blue twinkling lights above my house. Wasn’t sure if it was some sort of constellation at first. ((anonymous report)),4/8/19
,4/6/19 21:50,Hacker Valley,WV,Diamond,20 minutes,((NUFORC Note: Witness provides no detailed information about alleged sighting. PD)),4/8/19
,4/6/19 21:49,University City,MO,Unknown,10 minutes,Red flashing lights seen hovering over Washington University.,4/8/19
,4/6/19 21:43,Los Angeles,CA,Light,ongoing,"Strange parallel, stationary lights over Los Angeles.",4/8/19
,4/6/19 21:00,Sewell,NJ,Oval,3 minutes,Husband and wife driving saw very low and close bright lights oval shaped structure in sky coming closer. ((anonymous report)),4/8/19
,4/6/19 20:40,Essie,KY,Sphere,10 seconds,Purple/Pinkish Orb in the Sky.,4/8/19
,4/6/19 20:30,Waterville,ME,Light,30 minutes,"Noticed two lights at approximately 30k', one above the other red and white in the E sky at an elev. of approximately 20° up.",4/8/19
,4/6/19 13:30,East Islip,NY,Circle,1 minute,"Circle metallic craft, extraordinary speed, then disappeared",4/8/19
,4/6/19 11:00,St. George,UT,Formation,5-8 minutes,Spider moving across the sky.,4/18/19
,4/6/19 00:45,Parma Heights,OH,Disk,10 seconds,Orange amber light colored UFO appears then fades,4/8/19
,4/5/19 23:15,Ashland City,TN,Chevron,5 minutes,"The lights were bright red, no way an airplane or helicopter. In perfect lines. Disappeared within seconds with no sound. Low enough to",4/8/19
,4/5/19 23:00,La Farge,WI,Formation,4 minutes,"3 lights separated like so. - - - Spaced and flying very fast above the reserve, then appeared to cloak, with one",4/8/19
,4/5/19 21:56,Butler,MO,Diamond,10 minutes,This past Friday me and my roommate here a rumble out side. I thought because of how loud it was it might be a stealth bomber because t,4/8/19
,4/5/19 20:45,Fond Du Lac,WI,Oval,1 minute,My family and I were getting out of the car and my nephew noticed what looked like a star moving very quickly. There was no tail and it,4/8/19
,4/5/19 20:18,Oregon,IL,Flash,5 minutes,"We saw flashing, into wasn’t a plane or radio tower, then it disappeared into the night.",4/8/19
,4/5/19 18:00,Montclair,NJ,Circle,,I was walking and I saw a saucer it was to fast to be a Airplane. ((anonymous report)),4/8/19
,4/5/19 05:21,Plymouth (UK/England),,Cigar,3 minutes,Cigar shape craft crashing.,4/8/19
,4/5/19 02:00,Levittown,NY,Changing,30 seconds,2 orange spheres that faded away and lasted for about 15 seconds each. ((anonymous report)),4/8/19
,4/5/19 01:00,Salinas,CA,Light,20 seconds,"Entity encounter, while sleeping.",4/12/19
,4/4/19 23:00,Sandy Hook,CT,Light,2+ hours,Multiple lights in the woods.,4/8/19
,4/4/19 22:30,Southbridge,MA,Unknown,30 seconds,My friend and I were driving down Charlton street heading towards southbridge. We were already talking about sky phenomenon and were a,4/8/19
,4/4/19 22:15,Austin,TX,Cigar,10 minutes,Bright light split into 2 flying from NE to NW. High above normal aircraft which we observed flying below. ((anonymous report)),4/8/19
,4/4/19 08:10,West Cocalico,PA,Circle,20 minutes,"There were two orbs that kept coming into view then quickly disappearing on the horizon. They would grow bright, then fizzle out.",4/8/19
,4/4/19 07:50,Fletcher,NC,Light,15 seconds,Bright green light.,4/8/19
,4/4/19 07:00,Sevierville,TN,Fireball,14 seconds,Saw an object with a huge tail of fire traveling West to east at a very high rate of speed.,4/8/19
,4/4/19 07:00,Vero Beach,FL,Formation,35 minutes,"Ufo turns on 4 other lights above Vero Beach, Florida.",4/8/19
,4/4/19 06:55,Savannah,GA,Oval,10 seconds,Elliptical shape engulfed in white light with flaming tail streaming behind it. ((anonymous report)),4/8/19
,4/4/19 06:55,Florence,SC,,10 seconds,A ball of green light with a light of red and orange behind it shooting across the sky. ((anonymous report)),4/8/19
,4/4/19 06:55,Columbia,SC,Circle,6 seconds,Large bright green ball with red tail crossed W to E very high up in pre-dawn above res. area for 5-6 seconds. ((anonymous report)),4/8/19
,4/4/19 06:55,Norfolk,VA,Light,1 minute,Norfolk Naval Base UFO sighting.,4/8/19
,4/4/19 06:51,Augusta,GA,Triangle,10 seconds,Bright green light triangle shaped falling from the sky. ((anonymous report)),4/8/19
,4/4/19 06:50,Ponte Vedra Beach,FL,Triangle,5 seconds,Green fast moving light in the morning sky.,4/8/19
,4/4/19 06:50,Morganton,NC,Cylinder,1 minute,"Saw what looked like a descending spacecraft over the Charlotte NC area at 6:50 AM on April 4, 2019. ((anonymous report))",4/8/19
,4/4/19 06:50,Hendersonville,NC,Fireball,7 seconds,I was sitting at the bus stop this morning with my Daughter when she yelled “ Look a shooting star”… This was not a meteor!!,4/8/19
,4/4/19 06:48,Virginia Beach,VA,Circle,5 minutes,Glowing pale blue sphere moving very fast across the sky heading in an easterly direction. Seen from Dahlia drive.,4/8/19
,4/4/19 06:45,Efland,NC,Triangle,10 seconds,Bright green object flying low through the clouds right around sunrise. ((anonymous report)),4/8/19
,4/4/19 05:50,Winchester,TN,Fireball,20-30 seconds,A object looking from the E towards the W was seen streaking down towards the earth larger than any meteors I have ever witnessed.,4/8/19
,4/4/19 02:00,Portsmouth,NH,Light,2 minutes,"Outside the bathroom window, which faces east, I noticed an unusually large, very bright star in the sky. ((anonymous report))",4/18/19
,4/3/19 23:15,Kaysville,UT,Rectangle,20 minutes,Fighter jet repeatedly flying low and fast over the city of Kaysville around 11:15 pm. ((anonymous report)),4/8/19
,4/3/19 23:00,Earle,AR,Light,30 minutes,Saw an LED type light hovering. We live in the country with no neighbors close by. One to the west..one to the South and several to th,4/8/19
,4/3/19 21:45,Englewood,OH,Light,5 seconds,Green ball of light in night sky.,4/8/19
,4/3/19 21:15,Red Deer (Canada),AB,Triangle,5+ seconds,I was on my back deck when I caught sight of a triangular craft transparent in appearance but I could still distinguish its shape from,4/8/19
,4/3/19 21:14,Barrie,ON,Circle,2 minutes,one fast moving object that stood out as it went by mars in the sky.,4/8/19
,4/3/19 15:00,Ossian,IN,Oval,90 seconds,It was a sunny day in the country saw a silverish white craft looked oblong then it Tilted and I seen that it was a sphere look down lo,4/8/19
,4/3/19 12:40,Grand Junction,CO,Oval,30-40 seconds,White oval drops out of black storm clouds.,4/8/19
,4/3/19 02:00,Showlow,AZ,Circle,90 minutes,((HOAX??)) Things flying around looked like fire-flies. ((anonymous report)),4/18/19
,4/2/19 21:37,Harrison,NJ,,,MADAR Node 121,4/12/19
,4/2/19 21:00,Madisonville,KY,Circle,11 minutes,"Obj. was stationary for 5 min, looked like a bright orange planet. Then started to move quickly to the E. ((anonymous report))",4/8/19
,4/2/19 21:00,Chicago,IL,Circle,10 minutes,We seen 3 lights in the sky .. standing still in the air for minutes at a time. Then they went into a triangle formation. Then it look,4/25/19
,4/2/19 20:25,Kirbyville,TX,Disk,15 minutes,"The object has flashing lights that are green, blue, red, and white. The lights revolves around the object. The object hovers.",4/8/19
,4/2/19 20:00,Fridley,MN,Light,1 hour,"Erratically moving light above Minnesota. Zigzag pattern and also just sitting there,. have video. first video didn't record anything.",4/8/19
,4/2/19 19:00,Great Falls,MT,Light,7 minutes,Strange lights in sky on west side of GF moving east. ((anonymous report)),4/8/19
,4/2/19 17:00,Arnold,MO,Disk,5 minutes,Object viewing from above.,4/8/19
,4/2/19 09:40,Cedar Rapids,IA,Disk,,Flying disc.,4/8/19
,4/2/19 05:30,Port Charlotte,FL,Formation,15-20 seconds,I saw an echelon formation of five short horizontal white dimmed lights flying west to east at constant speed. ((anonymous report)),4/8/19
,4/2/19 00:00,Port Townsend,WA,Unknown,5 minutes,"I saw two red lights horizontal to the horizon, a third red light came from between them onto the beach in front of my house.",4/12/19
,4/1/19 23:59,Lake Zurich,IL,Chevron,2 minutes,Large flying object with red light behind front &quot;grill&quot; emitting low pitch mechanical sound,4/8/19
,4/1/19 23:00,Cross Hill,SC,Cone,2 minutes,Two huge round white lights one turn on then off then the other would do the same never together. ((anonymous report)),4/12/19
,4/1/19 22:30,Pearsall,TX,Formation,3 seconds,Orange/Golden orbs. ((anonymous report)),4/8/19
,4/1/19 20:58,Deseronto (Canada),ON,Light,4 minutes,Initially witnessed a single slow low light amber coloured strobe (approx every 15 seconds) at high elevation headed due E.,4/8/19
,4/1/19 20:30,Rogers,AR,Unknown,2 minutes,White light with blinking red light and helicopter sound following it,4/8/19
,4/1/19 19:17,St. Louis,MO,Sphere,<4 seconds,"Facing SE on Telegraph Road, I was walking and as I left a QT gas station I looked up and saw a glowing sphere shaped object. It",4/8/19
,4/1/19 19:00,Worth,IL,Light,5 seconds,Moving SE at low alt.; extremely fast in daylight a very bright star like object. Disappeared in 5-7 sec. ((anonymous report)),4/8/19
,4/1/19 18:20,Shenandoah,PA,Sphere,10 seconds,I noticed a metal almost liquid looking sphere on top some trees near my local windmill farm when suddenly there was almost what felt l,4/8/19
,4/1/19 18:00,Chicopee,MA,Other,~30 seconds,A white silver object was seen flying and then disappeared,4/8/19
,4/1/19 15:45,Winnipeg (Canada),,,,"I woke up late in the afternoon 3:30-4pm. I went to have a bath, while shaving my legs i noticed indentations around my left ankel. I t",4/12/19
,4/1/19 15:30,San Antonio,TX,Changing,3 minutes,I saw a dark square shape floating over seaworld.. along with a silver light close by. Drove around the neighboorhood and took a pictur,4/8/19
,4/1/19 09:04,Norwood,NJ,,,MADAR Node 145.,4/8/19
,4/1/19 07:00,St. Louis,MO,Light,3-5 seconds,On our way to the hockey game about 7pm as we we were getting on to 55 north from highway 270 there was a very fast moving bright green,4/8/19
,4/1/19 01:55,Fairfield,CA,Unknown,20 minutes,There was a pulsing and rotating low noise coming from the clouds for over twenty minutes.,4/8/19
,4/1/19 01:30,Beachwood,NJ,Sphere,2.5 minutes,"Large orb witnessed floating in the night sky, breaking apart and then lighting up in a flash and vanishing.",4/8/19
,3/31/19 23:00,Charlotte,NC,Unknown,5 minutes,Dark object in sky.,4/8/19
,3/31/19 21:45,Glastonbury (UK/England),,Light,4,Bright light it was NOT a aircraft and not sound.,4/8/19
,3/31/19 20:00,Gilroy,CA,Sphere,1-2 minutes,"Red Orb flying south at a slow rate, Red Light goes out and pitch black square object is seen.",4/8/19
,3/31/19 17:50,Seattle,WA,Light,10 minutes,"Three high flying, slow moving objects holding formation during the daytime on a clear blue Sunday afternoon.",4/8/19
,3/31/19 00:05,Ellenwood,GA,Unknown,,Getting onto 675 from 285 i saw a bright greenish Blue object zoom across the sky.,4/8/19
,3/30/19 23:56,Decatur,GA,Teardrop,10 seconds,Yellowish teardrop shape with aura falling into the atmosphere.,4/8/19
,3/30/19 23:54,Jacksonville,FL,Fireball,1 second,Bright green flash/fireball.,4/8/19
,3/30/19 23:32,Citrus Springs,FL,Light,<10 seconds,I was sitting outside looking directly north and I seen what I initially looked like a missle. It traveled through the sky with a gree,4/8/19
,3/30/19 23:25,City of Industry,CA,Triangle,3 seconds,Green-lit triangle shaped craft blasted off into distance at inhuman speed. ((anonymous report)),4/8/19
,3/30/19 23:00,Jacksonville,FL,Other,15 minutes,Activity after the meteorite hit in Florida,4/8/19
,3/30/19 23:00,Gulf Shores,AL,Sphere,2-3 seconds,"A friend and myself were sitting on the deck of our rental house on the evening of March 30th, 2019. Skies were clear at time of incide",4/8/19
,3/30/19 22:40,Cameron Park,CA,Formation,<1 minute,((NUFORC Note: Witness provides no detailed information about her sighting. PD)),4/8/19
,3/30/19 22:20,Vancouver,WA,Light,30 seconds,Bright red orb vanished in sky.,4/8/19
,3/30/19 20:30,Peshawar (Pushtakhara)(Pakistan),,Other,40 second,I saw this UFO in night 8:30pm. it is shape was just like arrow. Like this(^) it was too high from me.,4/8/19
,3/30/19 09:00,Imperial Beach,CA,Unknown,,Looked like a small white boat in the ocean. It flew up out of the water about five hundred feet and flew south at a very high rate of,4/8/19
,3/30/19 02:35,Dallas,TX,Oval,20 seconds,"Flying object with large bright whirling, twirling lights with at least 4 different colors. ((anonymous report))",4/8/19
,3/30/19 01:00,Windsor (Canada),ON,Changing,2 hours,I was watching the iss feed and caught 4 aliens what is going on aircraft's coming in and out of veiw nasa tries to hide,4/8/19
,3/30/19 00:00,El Monte,CA,Triangle,4 seconds,We both saw the craft a long triangle shape with 3 bright green lights. ((anonymous report)),4/8/19
,3/29/19 23:40,Onalaska,WI,Triangle,20 seconds,Black triangle outlined by white glowing dots. Big white light in middle.,4/8/19
,3/29/19 23:00,Indian Land,SC,Triangle,60 seconds,((NUFORC Note: Source of report provides no detailed information. PD)),4/8/19
,3/29/19 22:30,Bloomington,MN,Chevron,15 seconds,Fast moving chevron pattern moving east to west.,4/8/19
,3/29/19 22:15,Alpine,UT,Light,15 minutes,"Cluster of 50-60 moving lights in the night sky over Alpine, Utah. ((anonymous report))",4/8/19
,3/29/19 22:00,Port Huron,MI,Circle,5 minutes,Small circular/disk shaped object w/ red and green flashing lights.,4/8/19
,3/29/19 21:34,Depoe Bay,OR,Light,60 seconds,We saw a bright light moving laterally in the sky at a steady but moderate pace. It slowed down then reduced to a pinpoint of light.,4/8/19
,3/29/19 21:30,Olympia,WA,Triangle,2 minutes,I saw a non blinking sphere traveling West to East in the Northern twilight. ((anonymous report)),4/8/19
,3/29/19 20:10,Parkersburg,WV,Light,15 minutes,I saw a series of 10-12 bright orange lights rise silently into the sky and move northeast over the course of about 15 minutes.,4/8/19
,3/29/19 20:00,Glendale area,CA,Circle,1.5 minutes?,Round rotating object with multi colored lights releasing several smaller objects - also round - with whitish blue lights,4/8/19
,3/29/19 20:00,Moncton (Canada),NB,Cone,15+ minutes,Very Large Very Dark rectangle in the sky.,4/8/19
,3/29/19 14:00,Murfreesboro,TN,Light,15 seconds,Saw 3 bright white oval shaped lights occur seconds apart from one another,4/8/19
,3/29/19 11:30,Lake Mary,FL,Changing,>20 minutes,"Flying object, flashing bright light,moving slow north front zip code 32746, dimme in the deep sky, then shining like morning start",4/8/19
,3/29/19 07:53,Knoxville,TN,Fireball,7-10 seconds,"At 07:53 hrs., I was outside in Knoxville, TN, and saw a green fireball pass overhead.",3/29/19
,3/29/19 07:00,Kingston (Roane County Park),TN,Oval,,Two home care nurses were standing outside looked up into sky seen one shiney sliver object with no sound. ((anonymous report)),3/29/19
,3/29/19 07:00,Greenwood,SC,Egg,4 seconds,Small green light moving across the sky that quickly shifted downward towards the ground. ((anonymous report)),3/29/19
,3/29/19 07:00,Cleveland,TN,Fireball,~10 seconds,"A large bright silver color and shiny fireball moving through the sky from east to west was seen in Cleveland, TN",4/8/19
,3/29/19 06:55,Granite Falls,NC,Fireball,5 minutes,Green comet and helicopters.,4/8/19
,3/29/19 06:53,Knoxville,TN,Fireball,10 seconds,I saw this large green object streaking across the sky. ((anonymous report)),4/12/19
